onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
126.521484375	1.7158203125	artefact	n/a	all	all	128.2373046875	259116	262630	n/a	n/a	n/a	n/a	n/a	n/a
240.99169921875	4.892578125	artefact	n/a	all	all	245.88427734375	493551	503571	n/a	n/a	n/a	n/a	n/a	n/a
16.68994140625	2988.6337890625	stimulation	SPESclin	all	all	3005.32373046875	34181	6154903	n/a	n/a	n/a	n/a	n/a	n/a
19.5439453125	0.001	electrical_stimulation	SPESclin	n/a	n/a	19.5449453125	40026	40028.048	monophasic	F01-F02	0.008	0.2	0.001	n/a
24.54345703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	24.54445703125	50265	50267.048	monophasic	F01-F02	0.008	0.2	0.001	n/a
29.54296875	0.001	electrical_stimulation	SPESclin	n/a	n/a	29.54396875	60504	60506.048	monophasic	F01-F02	0.008	0.2	0.001	n/a
34.54248046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	34.54348046875	70743	70745.048	monophasic	F01-F02	0.008	0.2	0.001	n/a
39.5419921875	0.001	electrical_stimulation	SPESclin	n/a	n/a	39.5429921875	80982	80984.048	monophasic	F01-F02	0.008	0.2	0.001	n/a
45.30126953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	45.30226953125	92777	92779.048	monophasic	F02-F01	0.008	0.2	0.001	n/a
50.30078125	0.001	electrical_stimulation	SPESclin	n/a	n/a	50.30178125	103016	103018.048	monophasic	F02-F01	0.008	0.2	0.001	n/a
55.30029296875	0.001	electrical_stimulation	SPESclin	n/a	n/a	55.30129296875	113255	113257.048	monophasic	F02-F01	0.008	0.2	0.001	n/a
60.2998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	60.3008046875	123494	123496.048	monophasic	F02-F01	0.008	0.2	0.001	n/a
65.2998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	65.3008046875	133734	133736.048	monophasic	F02-F01	0.008	0.2	0.001	n/a
77.0078125	0.001	electrical_stimulation	SPESclin	n/a	n/a	77.0088125	157712	157714.048	monophasic	F02-F03	0.008	0.2	0.001	n/a
82.00732421875	0.001	electrical_stimulation	SPESclin	n/a	n/a	82.00832421875	167951	167953.048	monophasic	F02-F03	0.008	0.2	0.001	n/a
87.0068359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	87.0078359375	178190	178192.048	monophasic	F02-F03	0.008	0.2	0.001	n/a
92.00634765625	0.001	electrical_stimulation	SPESclin	n/a	n/a	92.00734765625	188429	188431.048	monophasic	F02-F03	0.008	0.2	0.001	n/a
97.005859375	0.001	electrical_stimulation	SPESclin	n/a	n/a	97.006859375	198668	198670.048	monophasic	F02-F03	0.008	0.2	0.001	n/a
102.7646484375	0.001	electrical_stimulation	SPESclin	n/a	n/a	102.7656484375	210462	210464.048	monophasic	F03-F02	0.008	0.2	0.001	n/a
107.76416015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	107.76516015625	220701	220703.048	monophasic	F03-F02	0.008	0.2	0.001	n/a
112.763671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	112.764671875	230940	230942.048	monophasic	F03-F02	0.008	0.2	0.001	n/a
117.76318359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	117.76418359375	241179	241181.048	monophasic	F03-F02	0.008	0.2	0.001	n/a
122.7626953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	122.7636953125	251418	251420.048	monophasic	F03-F02	0.008	0.2	0.001	n/a
134.48046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	134.48146875	275416	275418.048	monophasic	F03-F04	0.008	0.2	0.001	n/a
139.47998046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	139.48098046875	285655	285657.048	monophasic	F03-F04	0.008	0.2	0.001	n/a
